,textID,text,sentiment,selected_text
382,55cec41587,Oh is that time for real?,neutral, Oh is that time for real?
383,2cbc372326,So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,neutral, So now we`ll pay more in sales tax...great. Even worse Mom and Pop businesses have to double what they pay in business licenses.
384,8997a62a75,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",positive, I love
385,bce5834e03,I misses my bed  so sleepy!,negative, misses
386,a9b9f7a878,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",positive, awesome
387,d72edc0bb2,No TV and no internet make Catherine something something?,neutral, No TV and no internet make Catherine something something?
388,2fdd2501d1,Anyone have some advice??? I need it!!,neutral, Anyone have some advice??? I need it!!
389,5fcaa99ec8,Just found mj mouse flats at DJs. Of course there are none left in my size,negative, Of course there are none left in my size
390,3dfd82c60f,I`m dreading hearing even worse news tonight,negative, I`m dreading hearing even worse news tonight
391,16f31448e1,"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",neutral," so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore"
392,bab04dc463,haappy bank holiday  2 weeeeks. aah!,positive, haappy bank holiday 2 weeeeks. aah!
393,109b636fa5,  I thought  was against licensing stores bc it takes away from the experience they want to provide,neutral, I thought was against licensing stores bc it takes away from the experience they want to provide
394,cc29d748cb,_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,neutral, _a_michael It doesn`t look like you`re tired in the pic. Don`t work too hard.
395,bf4b4c0f0b,so I slept in a little...well a lot. whooops,neutral, so I slept in a little...well a lot. whooops
396,64b297c15e,says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,positive, cute
397,bc1fbaf4a1," Good night, Rob. Sleep well. Safe travels tomorrow!",positive," Good night, Rob. Sleep well. Safe travels tomorrow!"
398,f59d8d766f, i know i suck.  my data plan is weak sauce.,negative, suck.
399,8a1bf14c15," Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",neutral," Well I will be making beds, creating noise & cleaning cleaning all day long. With music & a smile x"
400,acfcaea70b,"  Bit of New Scientist, this weeks an last weeks, and Watership Down",neutral," Bit of New Scientist, this weeks an last weeks, and Watership Down"
401,97e53162ff, dear oh dear.....,negative, dear oh dear.....
402,c0b7788e74,my monday running so fast!,neutral, my monday running so fast!
403,15c531b290,playing at my old school playground still the same except them lame **** got rid of the tire swing,negative, lame
404,23efa13d7c,happy mommah`s day to your moms  http://plurk.com/p/stqya,positive, happy
405,c44b286776,_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,neutral, _Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.
406,29ed43caca," Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",positive, good
407,6693f9c143, you`re surrounded by them! I have no official nieces/nephews yet,neutral, you`re surrounded by them! I have no official nieces/nephews yet
408,94e0c7c638, Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,positive, great
409,6114b48cb9, nope i have a fifth generation ipod classic  it likes to be dumb,negative, dumb
410,32463a2751, meetings are overrated.,negative, overrated.
411,65ed990460, I love the smell of procrastination in the morning... oder so.,positive, love
412,505f50a90d, I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,negative, I really don`t think I could cope if a baby died
413,481e268403, I know.  I am definitely going to try and see Up this weekend.,positive, I am definitely
414,5ce968f9be, Nice!!!!!!!! I WILL be there,positive, Nice!!!!!!!!
415,52ad93b3fe,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,negative,I miss her
416,e892068fd3," lol that just totally made me laugh, which made my day",positive," laugh,"
417,226adfd977,tonight was fun,positive, fun
418,47f11efc72, this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral, this creepy guy when I was walking the dog I`ve had my fill of creepers for the day
419,d7b1ac80c4,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,positive, Good morning!
420,401cc22f49,is on facebook,neutral, is on facebook
421,583bae2083,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,neutral, I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
422,f003be5308,Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw,neutral, Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife #fb http://twitpic.com/4wsmw
423,49ce2570e5," http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",neutral," http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!"
424,0693a85163,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",negative, boring.
425,4b273cd32a, Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff',neutral, Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'
426,22003c0e96,"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",neutral," _merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week."
427,0fe049b7ea,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!,neutral, Someone out there will soon be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!
428,3d1184dabd,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,positive, Good morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!
429,c2392d49e0, one of our governors is one of the directors of the company,neutral, one of our governors is one of the directors of the company
430,a25ccabf06,no internet for a week or longer,negative, no internet for a week or longer
431,9b3fcf1668,Jesus Christ meadowhall could do with better air con! Too hot,negative, Too hot
432,d7746b6b68,Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour,neutral, Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour
433,86c20cf6ee, I sure she can,positive, I sure she can
434,393b22b6c0,"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!",neutral," Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!"
435,3c03dc0dd0,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",neutral," this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist"
436,25e2db9995,"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",neutral," Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown...."
437,d17a3a37e1,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",neutral," Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and just wants you to follow him. lol He dosent get to pay bills"
438,58f1b52257, i want to gooo,positive, i want to gooo
439,32489d483d,evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work,negative, spamming
440,00d907ce33,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,positive, Hope she LOVES it!
441,a7f2db128a,Ugh fun concert  screen cracked on phone again because it fell... =\,negative, Ugh fun concert screen cracked
442,d39e6da95c, if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,neutral, if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP
443,09fea0f3a7,"So happy, my VStudio shortcuts are backkk",positive," happy,"
444,31eb8ebd2a, can`t wait to hear the evp! And cuuuute picture.,positive, cuuuute picture.
445,4dda8fd71a,Headed to verizon. Praying that pinkberry is going to make it.,positive, Praying
446,e4d6a48aa7,Awaiting reply from two projects. One cancelled.,negative, cancelled.
447,d0b52412b8,Coco still out,neutral, Coco still out
448,14acfa72dc, Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,positive, Lovely
449,c6d6fbb9a6, Hello again  How`d ur saturday go?,neutral, Hello again How`d ur saturday go?
450,797f9cddc0, why aren`t you showing up as a #spymaster in my screen?,neutral, why aren`t you showing up as a #spymaster in my screen?
451,4c5672e236,"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",positive, I hope you appreciate
452,d35f126ad0,Leaving the beach .. Having a great day with vicente .. We needed this time together,positive, great
453,efdff6dde7,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",negative," Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot"
454,4dd3339756,just left & already misses Nashville  be back sunday,negative, misses
455,dd3cd66574,Going to bed after the CAVS game  Don`t judge me LOL,neutral, Going to bed after the CAVS game Don`t judge me LOL
456,e83b4e9bf0," you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",negative, jealous.
457,7a27c3a84d,I am living in a country where the government is ALWAYS a circus show ... sad but true...,negative, sad
458,19de569235,went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin,neutral, went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin
459,66f1863628, I want chocolate!,neutral, I want chocolate!
460,3690fcb40e,"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",neutral," http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?"
461,bad6311330, yep  but I`m going better now,positive, better
462,75499e3bd1,Fun is being had.,positive, Fun
463,27d6472b81,$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,negative, My nose stud fell out and I can`t find
464,80995dff29,_by_spork we shall see,neutral, _by_spork we shall see
465,ca2d9efd4c,_other Excellent analogy,positive, Excellent
466,12bb670169,Good morning tweeps. Busy this a.m. but not in a working way,positive, Good
467,70b4033f03," lmao, im only joking mate",neutral," lmao, im only joking mate"
468,8df42cd45a, FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,positive, LUV YA GOODNITE
469,82bc030c0d,"been busy at work, now must run before traffic is too bad.",neutral," been busy at work, now must run before traffic is too bad."
470,9d6473d14d,got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,positive, rad
471,146257b271, it was an awesome talk  find it very true that i am watching the ruby community closely,positive, awesome
472,2fbae49319,#f1 in a few hours guess who is sleepin in the living room,neutral, #f1 in a few hours guess who is sleepin in the living room
473,b56108fc36, hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,positive, good lookin..
474,ed54440a2e,http://twitpic.com/664oz - this is what happens when i have no models,neutral, http://twitpic.com/664oz - this is what happens when i have no models
475,c135b2cef2,"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",positive," Couldn`t be happier,"
476,48c3502151,"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",negative, Argh..
477,5e6040afd3,"Speaking,,,Speaking ...",neutral," Speaking,,,Speaking ..."
478,3ea60172a0,Paid all my bills only to go out to the mailbox to find more of them,neutral, Paid all my bills only to go out to the mailbox to find more of them
479,96e1deb162," I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",neutral," I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy"
480,819626535b," Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",positive, Glad
481,fec3cae0c2,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",neutral," found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed"
482,89d9167173,So many farewell parties! sad to see people leaving ..,negative, sad
483,dd911923ea, - Still a pity it comes with no lamb though,negative, pity
484,4f8c391159, I`ve got cups but you gotta come get them,neutral, I`ve got cups but you gotta come get them
485,403847cf44,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",positive, won!
486,dad1d09bfb, no other reason? I wonder if she loves you,positive, loves you
487,56f5217a16, happy birthday ness!!,positive, happy birthday ness!!
488,4a9ef1f9d8," Wow, I really hope it gets better. Asthma sucks",neutral," Wow, I really hope it gets better. Asthma sucks"
489,5a42a51462,feels ..my cousin is a monkey  http://plurk.com/p/x23pa,negative, feels ..my cousin is a monkey
490,c5a584d398,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral," charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow"
491,fee936fdc3, wasn`t the 'layers' just absolute positioned divs? Web compability killer,neutral, wasn`t the 'layers' just absolute positioned divs? Web compability killer
492,2813c4cf7e,Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,negative, hate
493,2246ed3d84,Loves random acts of kindness and laughter,positive, Loves
494,1b1243d0b5,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",positive, hopefully
495,09042bf466,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,positive, Very much true!
496,40e3087f9c,Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,positive, Wish
497,ad94e8b662, Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,negative, Have not been very twitter friendly...
498,fc0b053a31, I can`t belive you only have one episode to go  ****,neutral, I can`t belive you only have one episode to go ****
499,9f2a0b0b2f, you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,neutral, you can also watch Family Guy online. www.fancast.com And yes I am a total shill.
500,7516f86838, I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,negative, Poorpoor girl!
501,2492330594,NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,neutral, NOT excited for 32 people reservation in the morning **** LOVIN halo3 right now for sure too
502,9aa7d6a58a," wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",positive, impressed.
503,083e4f782b,Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,positive, good
504,ba5e02305b," i was going tonight, but you never wrote me back with the info  im sososo sad...",negative, im sososo sad...
505,9f4bb12e13, still not 100%    im sick of being sick!,negative, im sick of being sick!
506,7a01848c2e,_collins I`m not sure I understand how this twitter thing works...,neutral, _collins I`m not sure I understand how this twitter thing works...
507,ae285917c7,wat a stressful week i jus hope everything falls into place 4me,negative, stressful
508,5575fdaf3c,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,negative, nervy
509,af3fbd5681,Aww I got to see my 1st grade teacher`s last day before she retired,positive, Aww
510,db7211afbf," For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",negative, worrying
511,23602f214f,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",negative, mess
512,c3459bc0bb, when will she b finished,neutral, when will she b finished
513,f02eed05d0,BGT made me cry tonight,negative, cry
514,ff7126ea72,"gawww, why is facebook being so slow?",negative," gawww, why is facebook being so slow?"
515,567ef8c2ed, im cool  cant wait to hear these stories xoxo,positive, im cool
516,d50a4dc3bf,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral, Bird poo update... Managed to clean it all off but some slight stainage remains any tips?
517,d6bd94911e,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,positive, adorable
518,23bf2d69d2,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral, I day til NYC!!!! and the journey soon begins!!! Music baby
519,a6623df1a6,i feel in love with pizza girl... now i eat pizza everyday,positive, love
520,34409c9b8a, 11 30s way early! anyway nigth night  love you!,positive, love you!
521,6a36ea6690," If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",negative, I double dare you
522,c5ec3e9e37, I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,neutral, I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer
523,e74d67a818, Hey Esmee. How U doing?,neutral, Hey Esmee. How U doing?
524,b09824d000," MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",positive, I haven`t scared yet though
525,3af70d3bc2," nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",neutral," nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!"
526,5e5cb6d0a9,today got her POP! t-shirt & lovess ittt  haha x,positive, lovess
527,0db9bf3e1f, EpiCentre Wheelock Place - tourists only..,neutral, EpiCentre Wheelock Place - tourists only..
528,4de0e1bb73,"Perfect night. Best month of my life so far!! You my boo, ",positive, Perfect night.
529,9a6736745f, yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,positive, yayy
530,8d40f9e62d, hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,positive, glad
531,727e51734b," Think you should do a tour in England, we dont got to see any aweomse people !!",negative, we dont got to see any aweomse people
532,db23b82d03,'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,neutral, 'Puke In My Mouth' the brilliant response to **** In My Pants http://tinyurl.com/cy8z7y Over the top wrong
533,e03a74beca,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",neutral," Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!"
534,80b171ef7a,Is bummed out...i don`t have even one testimonial on Flickr.,negative, bummed out...
535,d49d1b7de1, I am sorry that you are feeling that way.,negative, I am sorry
536,4809e143db,yeah so Prom Night is now the Craft (good movie),positive,good
537,0edb544179,"having the flu, not the swinish-one, but the flu.",neutral," having the flu, not the swinish-one, but the flu."
538,c50f940f43, don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,negative, we`re pretty sure the shirt isn`t there 1 more philly
539,9a27ba671e, You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,neutral, You should see our floors before you make that offer. Let me know if you don`t receive a call soon.
540,27c4e1f089,"    I am sending healthy, healing thoughts in the mumborg`s direction.",positive," healthy,"
541,9965c5a810,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",positive, Good night
542,4f6d52cbd8,Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog,neutral, Prayers for my family and my dog - Mozart is being put down this afternoon. Pics of him at http://tinyurl.com/mozartdog
543,6c0bac4f19,"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup",positive, Surprised
544,e692bbaf63,": I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight",positive," Hope you have a good,safe flight"
545,365974d586,Good morning scary world!,negative, scary
546,32db5fc0a5,"is back at working auditing away, time to make the hard decisions and be happy",positive, happy
547,600c58d8b3, - ummmm. no comment. LOL. I actually have not watched GH in about a week.,positive, LOL.
548,792c269f24," i think u have more than enough friends now, including me lol",neutral," i think u have more than enough friends now, including me lol"
549,2c6f1f637b,Zs.Nagy presents  http://www.nordugrid.org/manuals.html,neutral, Zs.Nagy presents http://www.nordugrid.org/manuals.html
550,c6322a85c2,_Layne  hmm.. what`s ur fav movie?? tv shows??,neutral, _Layne hmm.. what`s ur fav movie?? tv shows??
551,3aa450d12d, <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,positive, amazing
552,10ad2966fa, Thankfully that face only shows up for photoshoots,positive, Thankfully
553,96b3a98962," Don`t worry, the bizarre will find you",positive," Don`t worry,"
554,b5c13364bb, Sorry - I have failed to grasp your meaning,negative, Sorry
555,06ae0360a2,"_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there",neutral," sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there"
556,060db97af7," Morning Lou, I Have some housework to do then im off to Church",neutral," Morning Lou, I Have some housework to do then im off to Church"
557,67d5b57919,Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,positive, Extremely happy
558,a4388148b8, hahaha n I`m a do the same for u,neutral, hahaha n I`m a do the same for u
559,e43b9a1497,"I love my mom! Happy Mother`s Day, mommies",positive," I love my mom! Happy Mother`s Day, mommies"
560,527b27665d,Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,positive, ABSOULUTELY INCREDIBLE! =D i love them!
561,dbe35b6a0d,"God, why can`t I be at #asylum? Really. I never get to do anything cool!",negative, I never get to do anything cool!
562,92c4eadecf,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,neutral, Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though. Pulled another number
563,b1cec36547,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",positive, she deserves the best!
564,1b5dea3fe9,"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",neutral," Early bird gets the worm. And in my case, birder gets to witness the carnage."
565,8d8c915ea5,_eat_out,neutral, _eat_out
566,9b46f1ae17," Thanks, hope you have a good one",positive," Thanks,"
567,1c68a5f609," - You too, thanks for completing  Calvin Appreciated",positive, thanks
568,b9a6b682b2,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",negative, sorry
569,092c10bd84,"Wow, the new Google icons suck   http://bit.ly/z7JIE",neutral," Wow, the new Google icons suck"
570,84fd3611d6, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,positive, best!
571,9b8052833a, tell his people to contact my people,neutral, tell his people to contact my people
572,f9bdd41842, KILL IT JASMINE! Haven`t talked to you for ages.,negative, KILL
573,13c47e9bc8,got an awesome hair cut todayyyy  it looks so hottt haha doing homework,positive, awesome
574,9a1eaacda3,"You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you",neutral," You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you"
575,8645bcae50, someone`s a sweet tooth  i was dying for somethin sweet so i`ve attacked the chock coated tiny teddies all i could find lol,positive, sweet tooth
576,b70c6bf768,my apple-mouse doesn`t work on my shiny red coffee table...,negative, doesn`t work
577,f67575d0e9," (2) in commentary  , I was with her, was sad, very sad",negative," was sad, very sad"
578,ba93b78cfc,Yet another good weekend with someone. Sigh. Man I like the boy..,positive, good
579,77c659aa89,"about to head to the Strand, goodnight",positive, goodnight
580,303a1773cf, every day of my life lately.    i feel ya girl <3,neutral, every day of my life lately. i feel ya girl <3
581,aa8b44f1b2, hiya! been looking for you1,positive, hiya! been looking for you1
582,bf95b25f9d," Aw, that stinks, I`m sorry.",negative," Aw, that stinks, I`m sorry."
583,b21b048c1d,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,neutral, Is trying to recover from a broken heart....yet again for the 2nd or 3rd time
584,4f7cba2eff," ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",neutral," ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America"
585,31dbbd2bb4, Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun,neutral, Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun
586,a7506a67a4,_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back,neutral, _witty yes france/belgium was good carnt belive how much traffic we hit on the way back
587,b2c81f2c95,My comp is being slo w,negative, slo w
588,99c5936498, you didnt send me the text,neutral, you didnt send me the text
589,7315faa6ce, oh mannn i`m gonna be there tomorroww,neutral, oh mannn i`m gonna be there tomorroww
590,132462ca21,: unfortunately not.  I have to take it to a repair shop or replace it.,negative, unfortunately
591,a7225483b3, : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,positive, love
592,2dfb1e0fe3," 'You guys could have fun in a cardboard box'.. I miss you already, bro.",negative, I miss
593,3a013a37a6,A little twitter mention on SNL,neutral, A little twitter mention on SNL
594,b70639aec0,Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,negative, Poor medicated baby
595,0b5a804a3c,I signed up for an account on a political website so I could post a comment but it isn`t working.,negative, it isn`t working.
596,78ccd0cec0,_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,positive, thanks JT i also enjoyed
597,1c464c8953,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,neutral, Me and mum are lost in grangemouth. Utter hilarity! Totally lost
598,29da8ca76b, sorry 19/female/atl very lonely,negative, sorry
599,9d414d77dd,"Feeling awful, new medication is making me nauseous",negative," Feeling awful,"
600,4d05d59122, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,negative, im too obsessed its not fair!
601,5a2393940b,I need a bear hug  and Im going to camp today!!,neutral, I need a bear hug and Im going to camp today!!
602,2fd9eef1f8," If I could, I`d send California sunshine your way.",positive," If I could, I`d send California sunshine your way."
603,938c32de3e,I need a present for my mom.  Could anybody help me ?!,positive, I need a present for my mom. Could anybody help me ?!
604,0e3d04ed05," I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.",negative, we don`t think southern WV folks like us too much.
605,9a0fce6d7e,learning how to use twitter,neutral, learning how to use twitter
606,32eb024489,bad mood and i dont feel good. too bad no one cares,negative, bad mood and i dont feel good. too bad no one cares
607,6af90a76e4," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",positive, I love you so much.
608,2b68738448, - Try this one  ,neutral, - Try this one
609,af087c9deb,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",negative, not sure.
610,8823244442,I just really want to sleep butmy eyes won`t let me,negative, butmy eyes won`t let me
611,9bb06e4848, You should check yourz Rayne.,neutral, You should check yourz Rayne.
612,717e76b467,"_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",neutral," _66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics."
613,3b6fdcc518," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",negative, expensive
614,f6cb27e38e,He will be here in less than hour,neutral, He will be here in less than hour
615,419f3e9ef8," I know, but work is so boring. I prefer the  take on life",negative, boring.
616,f29654c873, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,positive, wonderful.
617,7e46f3f92a, ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day,neutral, ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day
618,43ad351369,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",positive, Life is worth
619,853ebd7b47, Our raid leader made us run drills to practice switching,neutral, Our raid leader made us run drills to practice switching
620,ef60a2d1e7," And Clang rocks, so you`re using it, right?  Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho",neutral," And Clang rocks, so you`re using it, right? Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho"
621,983088f2b4,"Unlike cierra, i look like poop today. Whatevahh, lol.",neutral," Unlike cierra, i look like poop today. Whatevahh, lol."
622,50b353f751,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,positive, Hope the weather stays nice.
623,c4cad35b0f,The comp deleted half my apps,negative, deleted
624,9c44566550,"In Whin Park on the swings, victory is all mine right now",positive, victory
625,32b28d840b,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,positive, Hurray!
626,d576839165, because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,positive, beautiful and fun
627,86f3b2e352,Whole body is sore from moving hundreds of pieces of luggage last weekend.   Guess I should visit the gym more often,neutral, Whole body is sore from moving hundreds of pieces of luggage last weekend. Guess I should visit the gym more often
